State,MethAcq,Drug,Nt Wt,Potency,NtWt*Potency,PricePerCocGram,Seize Year,Seize Month,Price,StudyMonth
TN,P,COCAINE HYDROCHLORIDE,27.3,100.6300801,27.47201187,50.30574414,2000,7,1382,67
TN,P,COCAINE HYDROCHLORIDE,2.621,104.22562,2.731753501,76.50763508,2005,10,209,130
TN,P,COCAINE HYDROCHLORIDE,23.1,106.796173,24.66991597,35.26562478,1998,3,870,39
TN,P,COCAINE HYDROCHLORIDE,2.46,37.88448154,0.931958246,54.72348169,1999,9,51,57
TN,P,COCAINE HYDROCHLORIDE,3.014,24.0655184,0.725334724,314.3376324,1997,12,228,36
TN,P,COCAINE HYDROCHLORIDE,3.258,21.49739973,0.700385283,346.9518932,1995,5,243,5
TN,P,COCAINE HYDROCHLORIDE,45,87.8768819,39.54459685,50.12062728,2000,7,1982,67
TN,P,COCAINE HYDROCHLORIDE,26.5,67.88741042,17.99016376,70.4829604,2005,3,1268,123
TN,P,COCAINE HYDROCHLORIDE,0.905,67.05964519,0.606889789,532.2218397,2003,7,323,103
TN,P,COCAINE HYDROCHLORIDE,2.013,104.0690293,2.094909559,164.2075661,1997,7,344,31
TN,P,COCAINE HYDROCHLORIDE,28.3,11.2551644,3.185211526,371.4039053,2002,2,1183,86
TN,P,COCAINE HYDROCHLORIDE,28,22.87699527,6.405558674,211.222794,2005,12,1353,132
TN,P,COCAINE HYDROCHLORIDE,83.4,48.56967087,40.50710551,39.64736507,2001,2,1606,74
TN,P,COCAINE HYDROCHLORIDE,55.5,84.10199718,46.67660844,51.9317937,1999,10,2424,58
TN,P,COCAINE HYDROCHLORIDE,0.6,78.35036214,0.470102173,436.0754148,2001,2,205,74
TN,P,COCAINE HYDROCHLORIDE,0.886,63.6609335,0.564035871,264.1675959,2002,3,149,87
TN,P,COCAINE HYDROCHLORIDE,55.2,51.17336776,28.247699,2.725885743,2004,10,77,118
TN,P,COCAINE HYDROCHLORIDE,0.839,100.8107353,0.845802069,388.9798949,1998,10,329,46
TN,P,COCAINE HYDROCHLORIDE,0.701,50.30952337,0.352669759,1137.04107,1998,11,401,47
TN,P,COCAINE HYDROCHLORIDE,0.984,100.082902,0.984815755,414.2906913,1997,7,408,31
TN,P,COCAINE HYDROCHLORIDE,0.766,44.52326519,0.341048211,161.2675222,2003,5,55,101
TN,P,COCAINE HYDROCHLORIDE,5.521,21.68156153,1.197039012,434.4052238,1997,4,520,28
TN,P,COCAINE HYDROCHLORIDE,6.908,59.16484383,4.087107412,124.2932834,1995,9,508,9
TN,P,COCAINE HYDROCHLORIDE,50.7,83.75899624,42.4658111,49.59283588,1996,4,2106,16
TN,P,COCAINE HYDROCHLORIDE,3.87,63.26270548,2.448266702,105.7891282,1995,3,259,3
TN,P,COCAINE HYDROCHLORIDE,12.4,39.36671815,4.88147305,201.3736407,2001,8,983,80
TN,P,COCAINE HYDROCHLORIDE,57.1,52.11975815,29.7603819,91.79989722,1998,11,2732,47
TN,P,COCAINE HYDROCHLORIDE,103,30.28328115,31.19177959,152.5401905,2003,2,4758,98
TN,P,COCAINE HYDROCHLORIDE,248.9,93.69550189,233.2081042,40.47886771,2003,7,9440,103
TN,P,COCAINE HYDROCHLORIDE,534.4,75.4256117,403.0744689,62.34579944,1996,12,25130,24
TN,P,COCAINE HYDROCHLORIDE,27.4,71.20820854,19.51104914,62.42616639,1999,1,1218,49
TN,P,COCAINE HYDROCHLORIDE,27.3,78.77909551,21.50669307,56.7730239,2003,3,1221,99
TN,P,COCAINE HYDROCHLORIDE,28.7,87.76555527,25.18871436,53.83363281,1998,3,1356,39
TN,P,COCAINE HYDROCHLORIDE,55,97.98616474,53.89239061,39.7829819,2003,6,2144,102
TN,P,COCAINE HYDROCHLORIDE,83.8,85.79537016,71.8965202,41.86572579,2001,11,3010,83
TN,P,COCAINE HYDROCHLORIDE,111.1,87.04079463,96.70232283,45.94512179,2002,10,4443,94
TN,P,COCAINE HYDROCHLORIDE,111.7,84.40960798,94.28553212,52.10767643,2003,7,4913,103
TN,P,COCAINE HYDROCHLORIDE,24.8,60.40772414,14.98111559,68.68647358,2001,4,1029,76
TN,P,COCAINE HYDROCHLORIDE,8.788,52.72298604,4.633296013,56.54721806,1999,3,262,51
TN,P,COCAINE HYDROCHLORIDE,0.914,79.73403578,0.728769087,367.74337,1998,1,268,37
TN,P,COCAINE HYDROCHLORIDE,5.98,94.06291152,5.624962109,115.378555,2001,11,649,83
TN,P,COCAINE HYDROCHLORIDE,27.1,22.34246709,6.054808581,185.307262,1998,3,1122,39
TN,P,COCAINE HYDROCHLORIDE,79.7,63.22810998,50.39280365,64.7909972,1996,4,3265,16
TN,P,COCAINE HYDROCHLORIDE,0.95,89.64274301,0.851606059,267.7294245,2005,3,228,123
TN,P,COCAINE HYDROCHLORIDE,21.5,62.07895516,13.34697536,82.94013964,2001,9,1107,81
TN,P,COCAINE HYDROCHLORIDE,0.512,60.41768909,0.309338568,168.1006035,2000,7,52,67
TN,P,COCAINE HYDROCHLORIDE,24.6,91.45843461,22.49877491,53.64736545,1996,8,1207,20
TN,P,COCAINE HYDROCHLORIDE,53.8,77.11770366,41.48932457,59.0513349,1995,10,2450,10
TN,P,COCAINE HYDROCHLORIDE,101.8,92.21910459,93.87904847,72.60405928,2005,7,6816,127
TN,P,COCAINE HYDROCHLORIDE,4.899,88.81252716,4.350925706,37.00361966,2005,12,161,132
TN,P,COCAINE HYDROCHLORIDE,54.7,45.90949551,25.11249405,68.85019054,1997,9,1729,33
TN,P,COCAINE HYDROCHLORIDE,52.1,89.44038298,46.59843953,60.21660871,2004,3,2806,111
TN,P,COCAINE HYDROCHLORIDE,7.853,96.66680141,7.591243915,39.65094567,2003,2,301,98
TN,P,COCAINE HYDROCHLORIDE,29.7,34.27961998,10.18104713,48.81619675,2004,7,497,115
TN,P,COCAINE HYDROCHLORIDE,23.4,39.9833998,9.356115552,154.0169093,2001,5,1441,77
TN,P,COCAINE HYDROCHLORIDE,56.8,44.71032947,25.39546714,120.5726984,2002,11,3062,95
TN,P,COCAINE HYDROCHLORIDE,227.6,61.75609259,140.5568667,55.85639594,1995,1,7851,1
TN,P,COCAINE HYDROCHLORIDE,0.434,62.68891621,0.272069896,547.6533861,2002,1,149,85
TN,P,COCAINE HYDROCHLORIDE,26.6,31.45577606,8.367236431,160.0289428,2002,6,1339,90
TN,P,COCAINE HYDROCHLORIDE,26.9,93.64800978,25.19131463,32.90816744,2004,4,829,112
TN,P,COCAINE HYDROCHLORIDE,27.3,95.3669818,26.03518603,16.70815793,2003,11,435,107
TN,P,COCAINE HYDROCHLORIDE,3.507,91.89348566,3.222704542,94.95130441,2003,5,306,101
TN,P,COCAINE HYDROCHLORIDE,2.428,99.29427908,2.410865096,75.0767848,2002,9,181,93
TN,P,COCAINE HYDROCHLORIDE,8.817,91.15908816,8.037496803,77.13844437,1996,5,620,17
TN,P,COCAINE HYDROCHLORIDE,163.5,66.35014942,108.4824943,36.78934583,2003,5,3991,101
TN,P,COCAINE HYDROCHLORIDE,97.7,94.42891609,92.25705102,41.80710263,1998,9,3857,45
TN,P,COCAINE HYDROCHLORIDE,2.294,15.45637959,0.354569348,558.4239058,2000,6,198,66
TN,P,COCAINE HYDROCHLORIDE,27.9,92.08719094,25.69232627,32.73350926,1999,5,841,53
TN,P,COCAINE HYDROCHLORIDE,1.283,67.50711488,0.866116284,116.6125171,2001,4,101,76
TN,P,COCAINE HYDROCHLORIDE,2.567,83.9446841,2.154860041,93.74158701,1999,1,202,49
TN,P,COCAINE HYDROCHLORIDE,25.7,86.5058047,22.23199181,47.18425632,1999,2,1049,50
TN,P,COCAINE HYDROCHLORIDE,2.833,102.4606053,2.902708949,66.14510907,2005,6,192,126
TN,P,COCAINE HYDROCHLORIDE,22,88.38892962,19.44556452,47.41441161,1998,4,922,40
TN,P,COCAINE HYDROCHLORIDE,2.1,0.813207534,0.017077358,5445.807183,2002,11,93,95
TN,P,COCAINE HYDROCHLORIDE,23.2,82.98593737,19.25273747,11.11530245,2004,6,214,114
TN,P,COCAINE HYDROCHLORIDE,5.5,4.477081264,0.24623947,1230.509474,2003,7,303,103
TN,P,COCAINE HYDROCHLORIDE,3.8,89.70631764,3.40884007,217.3759944,2003,4,741,100
TN,P,COCAINE HYDROCHLORIDE,25.1,93.68234824,23.51426941,32.49090953,2004,7,764,115
TN,P,COCAINE HYDROCHLORIDE,20.2,87.39760238,17.65431568,68.25526527,1997,7,1205,31
TN,P,COCAINE HYDROCHLORIDE,50.8,80.07047599,40.67580181,41.0563511,2004,10,1670,118
TN,P,COCAINE HYDROCHLORIDE,51.2,94.7638762,48.51910462,38.25297302,1996,6,1856,18
TN,P,COCAINE HYDROCHLORIDE,0.19,0,0,#DIV/0!,2005,7,120,127
TN,P,COCAINE HYDROCHLORIDE,0.24,0,0,#DIV/0!,1996,1,209,13
TN,P,COCAINE HYDROCHLORIDE,34.8,90.80297417,31.59943501,54.49464522,1996,9,1722,21
TN,P,COCAINE HYDROCHLORIDE,27.4,35.61536696,9.758610546,87.61493206,2002,11,855,95
TN,P,COCAINE HYDROCHLORIDE,25.3,73.06317752,18.48498391,3.949151395,2002,4,73,88
TN,P,COCAINE HYDROCHLORIDE,28.86,53.78695511,15.52291524,106.1012042,2003,8,1647,104
TN,P,COCAINE HYDROCHLORIDE,27.56,14.90867143,4.108829845,413.4997223,1996,4,1699,16
TN,P,COCAINE HYDROCHLORIDE,0.84,92.48393153,0.776865025,139.0202887,1997,1,108,25
TN,P,COCAINE HYDROCHLORIDE,3.6,84.15133124,3.029447925,70.97002667,1998,5,215,41
TN,P,COCAINE HYDROCHLORIDE,50.9,92.86365634,47.26760108,38.52533149,2002,9,1821,93
TN,P,COCAINE HYDROCHLORIDE,23.4,83.57906016,19.55750008,46.17154526,2001,1,903,73
TN,P,COCAINE HYDROCHLORIDE,17.4,84.79305901,14.75399227,59.84820813,2001,10,883,82
TN,P,COCAINE HYDROCHLORIDE,24.1,89.53064715,21.57688596,27.99291803,1998,3,604,39
TN,P,COCAINE HYDROCHLORIDE,55.6,70.39844481,39.14153532,41.26051743,1995,3,1615,3
TN,P,COCAINE HYDROCHLORIDE,54.4,65.0328245,35.37785653,40.64689445,2005,10,1438,130
TN,P,COCAINE HYDROCHLORIDE,55.6,80.45133736,44.73094357,35.41172784,1998,12,1584,48
TN,P,COCAINE HYDROCHLORIDE,52.5,92.35616904,48.48698875,37.49459488,2004,2,1818,110
TN,P,COCAINE HYDROCHLORIDE,51,74.35171517,37.91937474,27.16289515,1998,7,1030,43
TN,P,COCAINE HYDROCHLORIDE,2.001,95.93829567,1.919725296,107.8279275,1999,10,207,58
TN,P,COCAINE HYDROCHLORIDE,27.3,93.55509124,25.54053991,37.62645596,2002,4,961,88
TN,P,COCAINE HYDROCHLORIDE,51.7,68.6144497,35.47367049,51.61574696,1995,8,1831,8
TN,P,COCAINE HYDROCHLORIDE,12.98,52.98539631,6.877504441,109.9235931,2005,12,756,132
TN,P,COCAINE HYDROCHLORIDE,28,90.20627373,25.25775664,42.4028157,1997,5,1071,29
TN,P,COCAINE HYDROCHLORIDE,55.7,73.12929356,40.73301651,53.93658973,2004,3,2197,111
TN,P,COCAINE HYDROCHLORIDE,53.9,73.83404455,39.79655001,45.4813294,2003,6,1810,102
TN,P,COCAINE HYDROCHLORIDE,74.1,77.39275204,57.34802927,37.6822016,1996,9,2161,21
TN,P,COCAINE HYDROCHLORIDE,51.3,89.63402248,45.98225353,41.4290265,1997,5,1905,29
TN,P,COCAINE HYDROCHLORIDE,54.8,86.50625866,47.40542975,36.62027766,1996,5,1736,17
TN,P,COCAINE HYDROCHLORIDE,24.5,31.3707993,7.685845828,123.3436139,2005,1,948,121
TN,P,COCAINE HYDROCHLORIDE,52.8,85.82444288,45.31530584,32.61591139,1998,10,1478,46
TN,P,COCAINE HYDROCHLORIDE,43.6,68.17298312,29.72342064,21.56548561,2005,9,641,129
TN,P,COCAINE HYDROCHLORIDE,13.7,92.3156116,12.64723879,62.93863927,1995,9,796,9
TN,P,COCAINE HYDROCHLORIDE,0.95,86.09300451,0.817883543,246.9789272,2004,5,202,113
TN,P,COCAINE HYDROCHLORIDE,53.1,83.62398246,44.40433469,37.27113607,2004,7,1655,115
TN,P,COCAINE HYDROCHLORIDE,1.23,96.7594381,1.190141089,253.7514274,2003,4,302,100
TN,P,COCAINE HYDROCHLORIDE,3,87.42426854,2.622728056,79.3067354,1996,8,208,20
TN,P,COCAINE HYDROCHLORIDE,8.2,84.89585003,6.961459702,6.751457598,1999,10,47,58
TN,P,COCAINE HYDROCHLORIDE,7.9,79.87494431,6.3101206,80.82254402,2005,6,510,126
TN,P,COCAINE HYDROCHLORIDE,23.6,79.59653758,18.78478287,29.54519112,2003,11,555,107
TN,P,COCAINE HYDROCHLORIDE,3.2,85.45510313,2.7345633,39.12873401,2003,3,107,99
TN,P,COCAINE HYDROCHLORIDE,69.9,83.60392256,58.43914187,42.52286944,1998,8,2485,44
TN,P,COCAINE HYDROCHLORIDE,2.6,48.5345326,1.261897848,426.3419587,1999,6,538,54
TN,P,COCAINE HYDROCHLORIDE,14.4,83.68489099,12.0506243,58.08827679,2000,5,700,65
TN,P,COCAINE HYDROCHLORIDE,0.713,90.98700287,0.64873733,124.8579297,2005,1,81,121
TN,P,COCAINE HYDROCHLORIDE,1.1,5.968193032,0.065650123,7783.686822,2004,7,511,115
TN,P,COCAINE HYDROCHLORIDE,53.8,59.62176225,32.07650809,78.62451838,2002,2,2522,86
TN,P,COCAINE HYDROCHLORIDE,5.3,81.77017784,4.333819425,54.45542992,2003,1,236,97
TN,P,COCAINE HYDROCHLORIDE,21.1,86.43016985,18.23676584,57.02765552,2004,8,1040,116
TN,P,COCAINE HYDROCHLORIDE,27.4,78.14609703,21.41203059,39.65060654,1998,10,849,46
TN,P,COCAINE HYDROCHLORIDE,54.7,75.23372489,41.15284751,87.96475137,1996,12,3620,24
TN,P,COCAINE HYDROCHLORIDE,22.9,53.40624373,12.23002981,125.3472006,2000,12,1533,72
TN,P,COCAINE HYDROCHLORIDE,54.7,87.12292885,47.65624208,35.81902234,1995,9,1707,9
TN,P,COCAINE HYDROCHLORIDE,247.8,89.56850118,221.9507459,7.163751549,2001,5,1590,77
TN,P,COCAINE HYDROCHLORIDE,25.1,54.35088295,13.64207162,74.84200556,2004,11,1021,119
TN,P,COCAINE HYDROCHLORIDE,28.5,16.30462969,4.64681946,374.2344661,1995,7,1739,7
TN,P,COCAINE HYDROCHLORIDE,54.8,23.89741243,13.09578201,198.3081268,2000,12,2597,72
TN,P,COCAINE HYDROCHLORIDE,27.5,85.8953388,23.62121817,34.67221691,2000,1,819,61
TN,P,COCAINE HYDROCHLORIDE,26.5,56.17511612,14.88640577,67.30973314,2000,8,1002,68
TN,P,COCAINE HYDROCHLORIDE,25.3,45.03553103,11.39398935,146.4807407,2000,3,1669,63
TN,P,COCAINE HYDROCHLORIDE,23,86.76085552,19.95499677,52.36783609,2000,6,1045,66
TN,P,COCAINE HYDROCHLORIDE,16.3,88.88414341,14.48811538,1087.374002,1996,3,15754,15
TN,P,COCAINE HYDROCHLORIDE,50.3,35.10475633,17.65769243,56.51927645,1999,7,998,55
TN,P,COCAINE HYDROCHLORIDE,51.6,91.12190292,47.0189019,42.81256938,2000,4,2013,64
TN,P,COCAINE HYDROCHLORIDE,55.1,55.88903677,30.79485926,77.64282927,1996,4,2391,16
TN,P,COCAINE HYDROCHLORIDE,26.2,34.06130982,8.924063174,145.3373844,2004,6,1297,114
TN,P,COCAINE HYDROCHLORIDE,249.5,83.21895492,207.6312925,23.59952558,1997,9,4900,33
TN,P,COCAINE HYDROCHLORIDE,7.1,84.55693604,6.003542459,49.97049693,2002,2,300,86
TN,P,COCAINE HYDROCHLORIDE,249.7,76.94813635,192.1394965,11.80392393,2001,2,2268,74
TN,P,COCAINE HYDROCHLORIDE,2.1,83.79525172,1.759700286,149.4572696,2001,11,263,83
TN,P,COCAINE HYDROCHLORIDE,1.8,83.26847219,1.498832499,49.37176104,2005,11,74,131
TN,P,COCAINE HYDROCHLORIDE,24.3,39.3779711,9.568846978,132.7223649,1998,4,1270,40
TN,P,COCAINE HYDROCHLORIDE,252,95.23636064,239.9956288,23.0087524,2005,7,5522,127
TN,P,COCAINE HYDROCHLORIDE,136.1,18.02520545,24.53230461,134.5165101,2005,11,3300,131
TN,P,COCAINE HYDROCHLORIDE,1.3,57.7676196,0.750979055,287.6245331,1999,6,216,54
TN,P,COCAINE HYDROCHLORIDE,24.7,19.95151046,4.928023084,223.4161612,2002,4,1101,88
TN,P,COCAINE HYDROCHLORIDE,18.9,52.14335567,9.855094221,105.6306491,2000,7,1041,67
TN,P,COCAINE HYDROCHLORIDE,23.7,23.38782327,5.542914115,168.1426017,2005,7,932,127
TN,P,COCAINE HYDROCHLORIDE,55.9,39.09215394,21.85251405,112.6643824,2005,1,2462,121
TN,P,COCAINE HYDROCHLORIDE,2,76.8724727,1.537449454,205.5352124,2002,2,316,86
TN,P,COCAINE HYDROCHLORIDE,7.3,60.58887258,4.422987699,9.043660694,1996,1,40,13
TN,P,COCAINE HYDROCHLORIDE,4.4,47.41500635,2.08626028,192.2099577,2004,12,401,120
TN,P,COCAINE HYDROCHLORIDE,5.2,58.6785338,3.051283758,167.4704946,2002,10,511,94
TN,P,COCAINE HYDROCHLORIDE,16.8,84.85248348,14.25521722,84.95135366,1999,7,1211,55
TN,P,COCAINE HYDROCHLORIDE,50.3,66.27528379,33.33646775,71.24330082,1995,5,2375,5
TN,P,COCAINE HYDROCHLORIDE,49.5,67.07193044,33.20060557,71.62519959,2000,9,2378,69
TN,P,COCAINE HYDROCHLORIDE,1.7,14.19562608,0.241325643,360.5087251,1996,9,87,21
TN,P,COCAINE HYDROCHLORIDE,1.5,31.30318131,0.46954772,215.1006081,1997,3,101,27
TN,P,COCAINE HYDROCHLORIDE,3,31.75834664,0.952750399,247.7039109,1998,10,236,46
TN,P,COCAINE HYDROCHLORIDE,7.7,29.00268432,2.233206692,224.3410794,1995,6,501,6
TN,P,COCAINE HYDROCHLORIDE,19,76.83894902,14.59940031,75.07157667,2004,2,1096,110
TN,P,COCAINE HYDROCHLORIDE,49.6,14.73189006,7.307017471,98.6722699,2004,3,721,111
TN,P,COCAINE HYDROCHLORIDE,5.3,76.00127718,4.02806769,65.54011012,2000,10,264,70
TN,P,COCAINE HYDROCHLORIDE,3.9,6.369598741,0.248414351,1090.919261,1999,4,271,52
TN,P,COCAINE HYDROCHLORIDE,33.2,45.65244961,15.15661327,23.15820782,2004,9,351,117
TN,P,COCAINE HYDROCHLORIDE,23.8,87.23930479,20.76295454,9.295401559,2000,9,193,69
TN,P,COCAINE HYDROCHLORIDE,21.9,62.30451658,13.64468913,51.44858877,2002,7,702,91
TN,P,COCAINE HYDROCHLORIDE,46.5,77.90487508,36.22576691,55.40255379,2003,6,2007,102
TN,P,COCAINE HYDROCHLORIDE,45.2,53.84814074,24.33935961,86.40325931,2001,8,2103,80
TN,P,COCAINE HYDROCHLORIDE,78.4,39.59380524,31.04154331,98.57757295,1998,5,3060,41
TN,P,COCAINE HYDROCHLORIDE,114.1,78.31523429,89.35768233,51.59041596,2001,5,4610,77
TN,P,COCAINE HYDROCHLORIDE,2.2,79.18751818,1.7421254,185.9797234,1998,12,324,48
TN,P,COCAINE HYDROCHLORIDE,24.1,59.73439122,14.39598828,72.52020351,1996,3,1044,15
TN,P,COCAINE HYDROCHLORIDE,73.4,65.13222902,47.8070561,75.38636122,2004,9,3604,117
TN,P,COCAINE HYDROCHLORIDE,47.4,28.20394473,13.3686698,162.095409,1995,11,2167,11
TN,P,COCAINE HYDROCHLORIDE,59.6,7.257036707,4.325193877,321.6040805,1997,10,1391,34
TN,P,COCAINE HYDROCHLORIDE,68.5,36.43921968,24.96086548,116.3821824,2002,2,2905,86
TN,P,COCAINE HYDROCHLORIDE,74.1,51.31353987,38.02333304,56.22863197,2002,5,2138,89
TN,P,COCAINE HYDROCHLORIDE,74.7,55.02890891,41.10659496,73.73512701,2000,3,3031,63
TN,P,COCAINE HYDROCHLORIDE,24.2,77.92061989,18.85679001,26.19745989,1999,3,494,51
TN,P,COCAINE HYDROCHLORIDE,49.9,60.41020691,30.14469325,61.47018929,2000,1,1853,61
TN,P,COCAINE HYDROCHLORIDE,56.1,63.27133291,35.49521776,68.9952099,2002,8,2449,92
TN,P,COCAINE HYDROCHLORIDE,53.6,50.49555266,27.06561623,93.32874518,1997,9,2526,33
TN,P,COCAINE HYDROCHLORIDE,125.3,54.36640457,68.12110492,54.72606477,2004,11,3728,119
TN,P,COCAINE HYDROCHLORIDE,5.4,82.31833179,4.445189917,71.76296311,2000,1,319,61
TN,P,COCAINE HYDROCHLORIDE,22.9,69.37420801,15.88669363,90.70483974,2002,11,1441,95
TN,P,COCAINE HYDROCHLORIDE,50,16.37167493,8.185837467,371.6174444,2000,8,3042,68
TN,P,COCAINE HYDROCHLORIDE,2.1,67.04369229,1.407917538,150.5770006,1999,4,212,52
TN,P,COCAINE HYDROCHLORIDE,1.3,79.65436312,1.035506721,212.456371,2005,6,220,126
TN,P,COCAINE HYDROCHLORIDE,9.2,11.58181132,1.065526641,633.489557,1998,11,675,47
TN,P,COCAINE HYDROCHLORIDE,4.5,87.55875241,3.940143858,50.50577013,2005,7,199,127
TN,P,COCAINE HYDROCHLORIDE,29.5,15.80535111,4.662578577,421.6550923,2004,7,1966,115
TN,P,COCAINE HYDROCHLORIDE,23.7,53.89913298,12.77409452,80.08395419,2001,12,1023,84
TN,P,COCAINE HYDROCHLORIDE,0.28,0,0,#DIV/0!,1998,9,129,45
TN,P,COCAINE HYDROCHLORIDE,0.96,68.73993807,0.659903406,278.8286868,1995,3,184,3
TN,P,COCAINE HYDROCHLORIDE,3.4,11.63165204,0.395476169,799.0367675,2005,3,316,123
TN,P,COCAINE HYDROCHLORIDE,2,41.2978409,0.825956818,525.4511985,2000,10,434,70
TN,P,COCAINE HYDROCHLORIDE,10.6,78.52690244,8.323851659,8.529705107,1999,5,71,53
TN,P,COCAINE HYDROCHLORIDE,23.8,19.26984194,4.586222382,215.427844,1997,10,988,34
TN,P,COCAINE HYDROCHLORIDE,23.7,52.99857894,12.56066321,73.32415373,1999,11,921,59
TN,P,COCAINE HYDROCHLORIDE,0.36,0,0,#DIV/0!,2004,2,197,110
TN,P,COCAINE HYDROCHLORIDE,27.8,40.88602626,11.3663153,82.43656588,2004,12,937,120
TN,P,COCAINE HYDROCHLORIDE,24.7,51.92790683,12.82619299,73.20956428,2005,4,939,124
TN,P,COCAINE HYDROCHLORIDE,26.7,53.06227148,14.16762648,115.0510286,1999,2,1630,50
TN,P,COCAINE HYDROCHLORIDE,111.9,85.17424107,95.30997575,38.70528736,1997,2,3689,26
TN,P,COCAINE HYDROCHLORIDE,25.2,41.15336629,10.37064831,13.01750826,2001,11,135,83
TN,P,COCAINE HYDROCHLORIDE,25.9,90.5777391,23.45963443,36.78659199,1999,5,863,53
TN,P,COCAINE HYDROCHLORIDE,101.3,50.99277564,51.65568173,27.47035665,1995,3,1419,3
TN,P,COCAINE HYDROCHLORIDE,81.9,14.23362308,11.6573373,247.5693998,2000,7,2886,67
TN,P,COCAINE HYDROCHLORIDE,23.7,53.69115733,12.72480429,83.30187059,1995,4,1060,4
TN,P,COCAINE HYDROCHLORIDE,1.3,62.18682931,0.808428781,132.3555055,1999,10,107,58
TN,P,COCAINE HYDROCHLORIDE,27.2,41.16303321,11.19634503,94.85238235,1997,9,1062,33
TN,P,COCAINE HYDROCHLORIDE,10.8,52.5892811,5.679642359,17.95887726,2000,2,102,62
TN,P,COCAINE HYDROCHLORIDE,1,61.72689485,0.617268949,429.3104337,1995,12,265,12
TN,P,COCAINE HYDROCHLORIDE,10.2,53.79091325,5.486673151,102.976792,1998,11,565,47
TN,P,COCAINE HYDROCHLORIDE,3.1,77.15611753,2.391839643,131.6977921,1999,9,315,57
TN,P,COCAINE HYDROCHLORIDE,12,55.26536764,6.631844117,45.38707405,1999,5,301,53
TN,P,COCAINE HYDROCHLORIDE,43,64.15055265,27.58473764,87.72967253,1996,5,2420,17
TN,P,COCAINE HYDROCHLORIDE,26.9,56.21519146,15.1218865,83.65358382,2004,3,1265,111
TN,P,COCAINE HYDROCHLORIDE,50.6,49.80812336,25.20291042,85.62503156,2003,5,2158,101
TN,P,COCAINE HYDROCHLORIDE,71.6,65.34938565,46.79016012,66.14638616,1999,3,3095,51
TN,P,COCAINE HYDROCHLORIDE,6.1,54.78308688,3.3417683,75.40917783,2000,9,252,69
TN,P,COCAINE HYDROCHLORIDE,2.8,61.70393006,1.727710042,4.051605785,2003,10,7,106
TN,P,COCAINE HYDROCHLORIDE,5.7,20.71654931,1.180843311,204.9382825,2000,6,242,66
TN,P,COCAINE HYDROCHLORIDE,22.6,20.02373123,4.525363258,212.5796196,2001,2,962,74
TN,P,COCAINE HYDROCHLORIDE,83.3,94.91723399,79.06605591,24.39732168,2004,4,1929,112
TN,P,COCAINE HYDROCHLORIDE,9.3,78.06431999,7.259981759,83.05805993,1997,4,603,28
TN,P,COCAINE HYDROCHLORIDE,87.6,60.79339493,53.25501395,60.72667642,2003,1,3234,97
TN,P,COCAINE HYDROCHLORIDE,1.4,75.32104205,1.054494589,154.5764215,2002,6,163,90
TN,P,COCAINE HYDROCHLORIDE,28,25.67645772,7.189408161,47.43088615,1998,3,341,39
TN,P,COCAINE HYDROCHLORIDE,21.7,30.48534436,6.615319727,193.7925985,1999,6,1282,54
TN,P,COCAINE HYDROCHLORIDE,69.4,0.304381957,0.211241078,6362.398883,1999,10,1344,58
TN,P,COCAINE HYDROCHLORIDE,21.7,50.97643214,11.06188578,32.45377934,1997,5,359,29
TN,P,COCAINE HYDROCHLORIDE,1.6,29.0950943,0.465521509,397.4037644,2002,7,185,91
TN,P,COCAINE HYDROCHLORIDE,26.8,43.80317591,11.73925114,89.2731561,1999,3,1048,51
TN,P,COCAINE HYDROCHLORIDE,27.4,16.31168983,4.469403013,262.8986459,2004,8,1175,116
TN,P,COCAINE HYDROCHLORIDE,57.1,19.33716236,11.04151971,182.1307259,1997,11,2011,35
TN,P,COCAINE HYDROCHLORIDE,28.4,36.97954955,10.50219207,96.45605347,2000,11,1013,71
TN,P,COCAINE HYDROCHLORIDE,45.5,61.87060104,28.15112347,74.49081036,2005,1,2097,121
TN,P,COCAINE HYDROCHLORIDE,25.4,58.37979921,14.828469,61.43587717,2002,9,911,93
TN,P,COCAINE HYDROCHLORIDE,24,38.60357738,9.26485857,67.67507515,1996,5,627,17
TN,P,COCAINE HYDROCHLORIDE,34.5,19.54667279,6.743602111,78.44472305,2001,4,529,76
TN,P,COCAINE HYDROCHLORIDE,72.2,55.91560984,40.37107031,68.68779992,1997,2,2773,26
TN,P,COCAINE HYDROCHLORIDE,71.3,57.21993526,40.79781384,69.14586186,2002,9,2821,93
TN,P,COCAINE HYDROCHLORIDE,287,8.511417443,24.42776806,458.4536734,2001,11,11199,83
TN,P,COCAINE HYDROCHLORIDE,12,45.23584759,5.428301711,99.66284647,1995,4,541,4
TN,P,COCAINE HYDROCHLORIDE,57.9,58.82995888,34.06254619,44.77058149,2000,1,1525,61
TN,P,COCAINE HYDROCHLORIDE,20.6,19.81144681,4.081158042,294.2792187,2000,11,1201,71
TN,P,COCAINE HYDROCHLORIDE,70.2,59.3094747,41.63525124,49.11703279,2001,10,2045,82
TN,P,COCAINE HYDROCHLORIDE,24.7,40.99879289,10.12670184,45.32571483,2000,2,459,62
TN,P,COCAINE HYDROCHLORIDE,71.5,65.49459164,46.82863302,38.37395807,1998,2,1797,38
TN,P,COCAINE HYDROCHLORIDE,489.5,76.1503363,372.7558962,14.39279715,2001,11,5365,83
